paper_id,models,link,title,year
325,POP;BPR;RVAE;FPMC;CASER;MVAE;SVAE,https://arxiv.org/pdf/1811.09975.pdf,Sequential Variational Autoencoders for Collaborative Filtering,2018
326,POP;SPOP;ITEMKNN;BPRMF;FPMC;GRU4REC;NARM;STAMP;SRGNN;FGNN,https://arxiv.org/pdf/2107.00852.pdf,Exploiting Cross-Session Information for Session-based Recommendation with Graph Neural Networks,2021
327,ITEMKNN;MOSTRECENT;MOSTPOP;RNN;IIRNNAP,https://arxiv.org/pdf/1706.07506.pdf,Inter-Session Modeling for Session-Based Recommendation,2017
328,POP;ITEMKNN;GRU4REC;NARM;STAMP;SRGNN;GCSAN;HETGNN;RDAN;COATT;MRIG,https://arxiv.org/pdf/2002.07993.pdf,Beyond Clicks: Modeling Multi-Relational Item Graph for Session-Based Target Behavior Prediction,2021
329,MOSTPOP;CASER;GRU4REC;NETITNET;GREC,https://arxiv.org/pdf/1906.04473.pdf,Future Data Helps Training: Modeling Future Contexts for Session-based Recommendation,2020
330,MF;GCMC;NGCF;SCF;CGMC;LCFN,http://proceedings.mlr.press/v119/yu20e/yu20e.pdf,Graph Convolutional Network for Recommendation with Low-pass Collaborative Filters,2020
331,POP;BPRMF;ITEMKNN;WORD2VEC;WORD2VECAVG;RIB;TIMELSTM;SHRNN;HUP,https://guyulongcs.github.io/files/WSDM2020_HUP.pdf,Hierarchical User Profiling for E-commerce Recommender Systems,2020
332,POP;ITEMKNN;BPRMF;VUIKNN;NCF;CONET;GRU4REC;HGUR4REC;PINET,https://www.researchgate.net/profile/Pengjie-Ren/publication/334579816_p-Net_A_Parallel_Information-sharing_Network_for_Shared-account_Cross-domain_Sequential_Recommendations/links/5e3d339d92851c7f7f238455/p-Net-A-Parallel-Information-sharing-Network-for-Shared-account-Cross-domain-Sequential-Recommendations.pdf,π-Net: A Parallel Information-sharing Network for Shared-account Cross-domain Sequential Recommendations,2019
333,BPRMF;FPMC;ITEMKNN;SKNN;GRU4REC;STAMP;NARM;SASREC;CSRM;COSAN,https://www.ijcai.org/Proceedings/2020/0359.pdf,Collaborative Self-Attention Network for Session-based Recommendation,2020
334,ITEMCF;USERCF;TAGCF;BIASEDMF;IAUTOREC;DNN;BOWTRSDL;TRSDL,https://www.mdpi.com/2076-3417/8/5/799/pdf,TRSDL: Tag-Aware Recommender System Based on Deep Learning–Intelligent Computing Systems,2018
335,ITEMCF;YOTUBEDNN;HSM;TDM;DNN;JTM,https://proceedings.neurips.cc/paper/2019/file/1c6a0198177bfcc9bd93f6aab94aad3c-Paper.pdf,Joint Optimization of Tree-based Index and Deep Model for Recommender Systems,2019
336,POP;ITEMKNN;BPRMF;HRNN;NARM;DAINN,https://link.springer.com/content/pdf/10.1007/s10994-018-05777-9.pdf,Dynamic attention-integrated neural network for session-based news recommendation,2019
338,PMF;FPMC;TRANSREC;REAM;DIN;RMTP;TOPLSTM;RRN;DEEMSRNN,https://qitianwu.github.io/assets/Dual%20Sequential.pdf,Dual Sequential Prediction Models Linking Sequential Recommendation and Information Dissemination,2019
339,POP;ITEMKNN;FPMC;SKNN;VSKNN;GRU4REC;SRGNN;HRNN;HIERTCN;APGNN,https://arxiv.org/pdf/1910.08887.pdf,Personalized Graph Neural Networks with Attention Mechanism for Session-Aware Recommendation,2021
341,ITEMKNN;FPMC;MEM;FGMSI;HKANN,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8486952,Heterogeneous Knowledge-Based Attentive Neural Networks for Short-Term Music Recommendations,2018
342,POP;SPOP;TEMKNN;FPMC;BPRMF;GRU4REC;NARM;STAMP;REPEATNET;SRGNN;TAINET,https://arxiv.org/pdf/2007.12329.pdf,Long-tail Session-based Recommendation,2020
343,ITEMPOP;FPMC;GRU45REC;NARM;STAMP;HRNN;SHAN;DCNSR,https://staff.fnwi.uva.nl/m.derijke/wp-content/papercite-data/pdf/chen-2019-dynamic.pdf,A Dynamic Co-attention Network for Session-based Recommendation,2019
345,POP;SPOP;ITEMKNN;BPRMF;LSTM4REC;GRU4REC;NARM;STAMP;HCRNN,https://ojs.aaai.org/index.php/AAAI/article/view/4429/4307,Hierarchical Context Enabled Recurrent Neural Network for Recommendation,2019
346,TIMPOP;DMF;TDCN;TIMELSTM;CLSTM,https://arxiv.org/ftp/arxiv/papers/2008/2008.10849.pdf,LSTM Networks for Online Cross-Network Recommendations,2018
347,PROD2VEC;RCFVEC;GRUTOP1;HRM;RCF,https://www.math.pku.edu.cn/teachers/ZhangRuixun%20/paper/2018_IJCAI_recommender.pdf,Recurrent Collaborative Filtering for Unifying General and Sequential Recommender,2018
348,GRU;ATTENTIONGRU;TIMELSTM;SECCIONRNN;LIBFM;ATTENTIONGRU3M,https://arxiv.org/pdf/1805.08958.pdf,A Brand-level Ranking System with the Customized Attention-GRU Model,2018
350,GRU4REC;BPRMF;CASER;HGRU4REC;POSADAP,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8752213,Neural Session-Aware Recommendation,2019
351,GMF;NCF;RRN;TIMESVD;USERSAR;ITEMSAR;PRNN;RRLC,https://dl.acm.org/doi/pdf/10.1145/3289600.3291024,Recurrent Recommendation with Local Coherence,2019
352,MF;PER;FMC;FPMC;HRM;DREAM;TRANSREC;UGREC,http://yongfeng.me/attach/wang-sigir2019a.pdf,Unified Collaborative Filtering over Graph Embeddings,2019
353,FDE;MDE;DPQ;NIS;;MGQE;AUTOEMB;RAS;AUTODIM,https://arxiv.org/pdf/2006.14827.pdf,Memory-efficient Embedding for Recommendations,2020
354,POP;ITEMKNN;GRUREC;NARM;STAMP;ISLF,https://www.researchgate.net/profile/Zijing-Ou/publication/334844168_ISLF_Interest_Shift_and_Latent_Factors_Combination_Model_for_Session-based_Recommendation/links/5d6c8541299bf1808d5eaab4/ISLF-Interest-Shift-and-Latent-Factors-Combination-Model-for-Session-based-Recommendation.pdf,ISLF: Interest Shift and Latent Factors Combination Model for Session-based Recommendation,2019
356,POP;FOSSIL;GRNN;GRU4REC;NARM;STAMP;SHAN;BINN,https://opus.lib.uts.edu.au/bitstream/10453/139919/1/What%20Can%20History%20Tell%20Us%20Identifying%20Relevant%20Sessions%20for%20next-Item%20Recommendation_Published%20version.pdf,What Can History Tell Us? Identifying Relevant Sessions for Next-Item Recommendation,2019
357,BPRMF;FISM;FPMC;FOSSIL;GRU4REC;CASER;SASREC;CAR;FISSA,https://csse.szu.edu.cn/staff/panwk/publications/Conference-RecSys-20-FISSA.pdf,FISSA: Fusing Item Similarity Models with Self-Attention Networks for Sequential Recommendation,2020
358,POP;BPRMF;FPMC;GRU4REC;NARM;STAMP;SANSR,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8781815,Self-Attention Network for Session-Based Recommendation With Streaming Data Input,2019
359,RNN;GRU4REC;SASREC;CPSA;SGS,https://dl.acm.org/doi/pdf/10.1145/3397271.3401330,Sentiment-guided Sequential Recommendation,2020
360,ITEMKNN;GRU4REC;SKNN;SSKNN;CT;MAN;NARM,https://arxiv.org/pdf/2005.01573.pdf,Memory Augmented Neural Model for Incremental Session-based Recommendation,2020
361,GRU4REC;NARM;CASER;STAMP;SASREC;SRGNN,https://ojs.aaai.org/index.php/AAAI/article/view/16601/16408,Cold-start Sequential Recommendation via Meta Learner,2021
362,MF;BPR;STAMP;SHAN;SRGNN;TISASREC;RRLC;ADARM,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9430133,Deep Sequential Model for Anchor Recommendation on Live Streaming Platforms,2021
363,POP;ITEMKNN;SKNN;FPMC;BPRMF;GRU4REC;NARM;STAMP;KNNRNN;CSRM;SRGNN;DGTN,https://arxiv.org/pdf/2009.10002.pdf,DGTN: Dual-channel Graph Transition Network for Session-based Recommendation,2020
364,FPMC;GRU4REC;NARM;STAMP;SRGNN;GCEGNN;S2DHCN;COTREC,https://arxiv.org/pdf/2108.10560.pdf,Self-Supervised Graph Co-Training for Session-based Recommendation,2021
365,SPOP;MF;FPMC;KNN;GRU4REC;NARM;STAMP;RPNET;SRGNN;SHARE,https://epubs.siam.org/doi/pdf/10.1137/1.9781611976700.10,Session-based Recommendation with Hypergraph Attention Networks,2021
366,BPRMF;GRU4REC;ITEMKNN;SRGNN;NARM;GACOFOREC,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8807147,GACOforRec: Session-Based Graph Convolutional Neural Networks Recommendation Model,2019
367,MF;ECM;LCM;NEUMF;ENCM;LNCM;SLCM,https://arxiv.org/pdf/1909.03999.pdf,Deep Context-Aware Recommender System Utilizing Sequential Latent Context,2020
369,POP;SPOP;ITEMKNN;BPRMF;GRU4REC;NARM;STAMP;SRGNN;ESRM,https://drive.google.com/file/d/1gRRoutnbRj_IcXfkdl8UbloANgM7LgJf/view,Keywords Generation Improves E-Commerce Session-based Recommendation,2020
370,TOPPOP;RP3;ALS;SLIM;ENSFM;LIGHTGCN;LCE,https://arxiv.org/pdf/2202.02427.pdf,Lightweight Compositional Embeddings for Incremental Streaming Recommendation,2022
372,NEUMF;NGCF;DGCF;MVAE;IFBPR;MCREC;SEDLR,https://www.researchgate.net/profile/Dianer-Yu/publication/359222586_Semantics-Guided_Disentangled_Learning_for_Recommendation/links/622fcc0b435ec5645a11fc46/Semantics-Guided-Disentangled-Learning-for-Recommendation.pdf,Semantics-Guided Disentangled Learning for Recommendation,2022
373,MF;NGCF;JKNET;DROPEDGE;APPNP;LIGHTGCN;ULTRAGCN;HETEROMGDCF;HOMOMGDCF,https://arxiv.org/pdf/2204.02338.pdf,MGDCF: Distance Learning via Markov Graph Diffusion for Neural Collaborative Filtering,2022
374,BPR;NGCF;DGCF;LINE;MULTIDAE;LIGHTGCN,https://www.e3s-conferences.org/articles/e3sconf/pdf/2021/44/e3sconf_vesep2020_01061.pdf,Open-source project recommendation model,2021
375,MF;NGCF;MULTVAE;GRMF;GCN;LIGHTGCN;CFLGCNU,https://arxiv.org/pdf/2102.07575.pdf,User Embedding based Neighborhood Aggregation Method for Inductive Recommendation,2021
376,MFBPR;NCF;NGCF;LIGHTGCN;SGL;HCL,https://assets.amazon.science/21/8b/a804e89041f1a83bb1f77fa6aaee/hcl-hybrid-contrastive-learning-for-graph-based-recommendation.pdf,HCL: Hybrid Contrastive Learning for Graph-based Recommendation,2021
377,MF;NGCF;LIGHTGCN;ULTRAGCN;CAGCN,https://arxiv.org/pdf/2207.06221.pdf,Collaboration-Aware Graph Convolutional Networks for Recommendation Systems,2022
378,MF;NEUCF;GCMC;NGCF;MULTVAE;DGCF;LIGHTGCN;GTN;LINKPROP,https://arxiv.org/pdf/2203.15789.pdf,Revisiting Neighborhood-based Link Prediction for Collaborative Filtering,2022
379,MOSTPOP;ITEMKNN;PURESVD;BPRMF;BPRFM;NEUMF;NFM;NGCF;MULTIVAE,https://arxiv.org/pdf/2206.10848.pdf,DaisyRec 2.0: Benchmarking Recommendation for Rigorous Evaluation,2022
381,ITEMKNN;ITEM2VEC;GRU4REC;NCF;LIGHTGCN;POINCARE,https://www.jstage.jst.go.jp/article/ipsjjip/29/0/29_725/_pdf,Dynamic Hyperbolic Embeddings with Graph-Centralized Regularization for Recommender Systems,2021
382,MF;NEUMF;MGCCF;LIGHTGCN,https://arxiv.org/pdf/2208.01709.pdf,Adapting Triplet Importance of Implicit Feedback for Personalized Recommendation,2022
383,GRAPHSAGE;FASTGCN;LADIES;CLUSTERGCN;GRAPHSAINT;SGC;SIGN;SAGN,https://graph-learning-benchmarks.github.io/assets/papers/glb2022/Benchmarking_Large_Scale_Graph_Training_Over_Effectiveness_And_Efficiency.pdf,Benchmarking Large-Scale Graph Training Over Effectiveness And Efficiency,2022
384,MMR;DPP;NCF;LIGHTGCN;SGL;PDGAN;DGCN;CCT,https://assets.amazon.science/93/4e/e403952247f7882bcb18b493a841/contrastive-so-training-for-diversified-recommendation.pdf,Contrastive Co-training for Diversified Recommendation,2022
385,MF;NEUCF;BIVAECF;PCD;PERSIC,https://arxiv.org/pdf/2207.12236.pdf,Personality-Driven Social Multimedia Content Recommendation,2022
386,MF;FPMC;TMCA;STGN;LSTMPM;SGREC;STAN;DRAN,https://web.archive.org/web/20220712023209id_/https://dl.acm.org/doi/pdf/10.1145/3477495.3532012,Learning Graph-based Disentangled Representations for Next POI Recommendation,2022
387,LR;DSSM;WIDEDEEP;DEEPFM;FIM;DAN;GAT;GERL;GNUD,https://arxiv.org/pdf/2110.12681.pdf,Content Filtering Enriched GNN Framework for News Recommendation,2021
388,ITEMKNN;MFBPR;GRMF;NEUMF;CML;CMN;HOPREC;ENMF;MFCCL;SLIM;MULTVAE;MACRIDVAE;EASE;YOUTBEDNN;SIMPLEX;DEEPWALK;LINE;NODE2VEC;ITEM2VEC;GCMC;PINSAGE;GAT;NGCF;DISENGCN;LRGCCF;NIAGCN;LIGHTGCN;DGCF;NGAT4REC;SGLED;GFCF;ULTRAGCN,https://arxiv.org/pdf/2205.09626.pdf,BARS: Towards Open Benchmarking for Recommender Systems,2022
389,POP;BPRMF;NGCF;LIGHTGCN;SGL;GCAREC,https://2022.ecmlpkdd.org/wp-content/uploads/2022/09/sub_650.pdf,Graph Contrastive Learning with Adaptive Augmentation for Recommendation,2022
390,DSPR;CFA;BPRT;TGCN;LFGCF,https://arxiv.org/pdf/2208.03454.pdf,LFGCF: Light Folksonomy Graph Collaborative Filtering for Tag-Aware Recommendation,2022
391,TOPPOP;GRAPHSAGE;PINSAGE;IDCF;SIMPLEREC,https://arxiv.org/pdf/2209.04185.pdf,Simple and Powerful Architecture for Inductive Recommendation Using Knowledge Graph Convolutions,2022
392,ITEMKNN;MF;NGCF;LIGHTGCN;SGL;VBPR;MMGCN;GRCN;MICRO,https://arxiv.org/pdf/2111.00678.pdf,Latent Structure Mining with Contrastive Modality Fusion for Multimedia Recommendation,2021
393,BPRMF;CKE;RIPLLENET;PER;KGCN;KGATLKGIN;MCCLK,https://arxiv.org/pdf/2204.08807.pdf,Multi-level Cross-view Contrastive Learning for Knowledge-aware Recommender System,2022
394,BPRMF;NEUMF;SOCIALMF;SOREC;RGCN;HAN;HGT;GRAPHREC;LIGHTGCN;DGREC;DMAN;TRANSREC;SASREC;ASAS;TEA,https://arxiv.org/pdf/2111.07378.pdf,TEA: A Sequential Recommendation Framework via Temporally Evolving Aggregations,2021
395,PMF;LLORMA;SVD;BIASMF;DMF;NCF;GCMC;NGCF;STGCN;RBM;NADE;CFUICA;ACF;AUTOREC;CDAE;SIMP;INMF;CRANET,https://arxiv.org/pdf/2201.03158.pdf,Collaborative Reflection-Augmented Autoencoder Network for Recommender Systems,2021
396,BPR;EASE;LCFN;ULTRAGCN;LIGHTGCN;SDLED;SVDGCN,https://arxiv.org/pdf/2208.12689.pdf,SVD-GCN: A Simplified Graph Convolution Paradigm for Recommendation,2022
397,MFBPR;NEUMF;HHMF;NGCF;NIAGCN;LRGCCF;LIGHTGCN;SGL;UGCN,https://2022.ecmlpkdd.org/wp-content/uploads/2022/09/sub_972.pdf,A U-shaped Hierarchical Recommender by Multi-resolution Collaborative Signal Modeling,2022
398,MOSTPOP;PROD2VEC;MF;BPR;GRU4REC;CASER;SASREC;LIGHTGCN;SARROS,https://hal.archives-ouvertes.fr/hal-03266139/document,Apprentissage séquentiel de préférence utilisateurs pour les systèmes de recommandation,2021
399,LINE;HOPREC;MLM;PINSAGE;NGCF;LIGHTGCN;GCC;SGL;SAC,https://arxiv.org/pdf/2205.09489.pdf,Spatial Autoregressive Coding for Graph Neural Recommendation,2022
400,BPRMF;SVD;NEUMF;GCMC;NGCF;LRGCCF;LIGHTGCN;SGL;JMPGCF,https://www.researchgate.net/profile/Kang-Liu-61/publication/359482566_Joint_Multi-Grained_Popularity-Aware_Graph_Convolution_Collaborative_Filtering_for_Recommendation/links/62a98cab55273755ebee25d7/Joint-Multi-Grained-Popularity-Aware-Graph-Convolution-Collaborative-Filtering-for-Recommendation.pdf,Joint Multi-Grained Popularity-Aware Graph Convolution Collaborative Filtering for Recommendation,2022
401,SIMPDO;SHARED;DROUPUTNET;ACCM,https://arxiv.org/pdf/2208.14594.pdf,One-class Recommendation Systems with the Hinge Pairwise Distance Loss and Orthogonal Representations,2022
402,NCF;NGCF;ENMF;LIGHTGCN;NMTR;EHCF;RGCN;MBGMN;SMBREC,http://www.shichuan.org/doc/134.pdf,Self-supervised Graph Neural Networks for Multi-behavior Recommendation,2022
403,PMF;FUNKSVD;TRUSTMF;NEUMF;DEEPSOR;GCMC;LIGHTGCN;GRAPHREC;DIFFNET;GDSREC,https://arxiv.org/pdf/2205.09948.pdf,GDSRec: Graph-Based Decentralized Collaborative Filtering for Social Recommendation,2015
404,POP;LIGHTGCN;RGCN;GIN;PINSAGE;GAT;SCGREC,https://arxiv.org/pdf/2202.03392.pdf,Large-scale Personalized Video Game Recommendation via Social-aware Contextualized Graph Neural Network,2022
405,MF;NGCF;LIGHTGCN;LGCF,https://epubs.siam.org/doi/pdf/10.1137/1.9781611977172.61,Localized Graph Collaborative Filtering,2022
406,POP;ITEMKNN;FPMC;GRU4REC;NARM;STAMP;REPEATNET;SRGNN;GCEGNN;RNMSR,https://arxiv.org/pdf/2012.05422.pdf,Exploiting Group-level Behavior Pattern for Session-based Recommendation,2020
407,BPR;MULTIVAE;EHCF;BUIR;NGCF;LRGCCF;LIGHTGCN;LAYERGCN,https://arxiv.org/pdf/2207.11088.pdf,Layer-refined Graph Convolutional Networks for Recommendation,2022
408,NGCF;LIGHTGCN;HYPERML;HVAE;HGCF;KGCN;DGCF;MACRIDVAE;GDCF,http://www.shichuan.org/doc/136.pdf,Geometric Disentangled Collaborative Filtering,2022
409,BMF;DMF;MLP;NEUMF;EFM;NEFM,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9400401,Neural Explicit Factor Model Based on Item Features for Recommendation Systems,2021
410,LIGHTGCN;PPGN;PM,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9676663,Refining Graph Representation for Cross-Domain Recommendation Based on Edge Pruning in Latent Space,2022
412,VBPR;DUIF;CB2CF;NGCF;DISENGCN;MACRIDVAE;MMGCN;HUIGN;GRCN;ULTRAGCN;INVRL,http://staff.ustc.edu.cn/~hexn/papers/mm22-irl-rec.pdf,Invariant Representation Learning for Multimedia Recommendation,2022
413,LIGHTGCN;FPMC;GRU4REC;CASER;SASREC;HGN;SRGNN;GCSAN;GCEGNN;CL4SREC;S3REC;GCL4SR,https://arxiv.org/pdf/2205.14837.pdf,Enhancing Sequential Recommendation with Graph Contrastive Learning,2022
415,NGCF;LIGHTGCN;MMGCN;SGL;MMGCL,https://eprints.gla.ac.uk/269019/1/269019.pdf,Multi-modal Graph Contrastive Learning for Micro-video Recommendation,2022
416,YOUTUBEDNN;LIGHTGCN;KGCN;KGAT;CKGAT,https://assets.amazon.science/00/2b/339f30374931a4852fd010331b3c/contrastive-knowledge-graph-attention-network-for-request-based-recipe-recommendation.pdf,CONTRASTIVE KNOWLEDGE GRAPH ATTENTION NETWORK FOR REQUEST-BASED RECIPE RECOMMENDATION,2022
417,LSTM;GCN;DCRNN;STGCN;GRAPHWAVENET;PVGCN;GCNSUBLSTM;PBGRU,https://arxiv.org/pdf/2109.00924.pdf,Parallel Multi-Graph Convolution Network For Metro Passenger Volume Prediction,2021
419,USERKNN;ITEMKNN;HYBRIDKNN;SLIM;BPR;NEUMF;CMN;RP3;NGCF;LIGHTGCN;LECF,http://scis.scichina.com/en/2022/112101.pdf,LECF: recommendation via learnable edge collaborative filtering,2022
420,BPR;NCF;SML;LIGHTGCN,https://dl.acm.org/doi/fullHtml/10.1145/3485447.3511971,Learning Explicit User Interest Boundary for Recommendation,2022
422,MOSAN;AGREE;SIGR;GROUPIM;GAME;GCMC;NGCF;LIGHTGCN;HHGR,https://arxiv.org/pdf/2112.02274.pdf,Self-supervised Graph Learning for Occasional Group Recommendation,2021
423,BPRMF;LIGHTGCN;HEREC;MAGNN;TRUSTSVD;GRAPHREC;DIFFNET;MPIR,https://web.archive.org/web/20220628044727id_/https://dl.acm.org/doi/pdf/10.1145/3512527.3531402,An Effective Two-way Metapath Encoder over Heterogeneous Information Network for Recommendation,2022
424,GCN;GRAPHSAGE;JKNET;RESGCN;APPNP;APGCN;DAGNN;DGC;SIGN;S2GC;GBP,https://arxiv.org/pdf/2206.04361.pdf,Model Degradation Hinders Deep Graph Neural Networks,2022
425,BPR;NCF;FCMC;GRAPHREC,https://arxiv.org/pdf/2205.10588.pdf,Micro-video recommendation model based on graph neural network and attention mechanism,2022
426,MIKGNN;KGIN;AGCN;CKAN;KGAT;KGCNLRIPPLENET;CKE;PER;LIBFM;SVD,https://pure.ulster.ac.uk/ws/files/99994924/MI_KGNN.pdf,Exploring Multi-dimension User-Item Interactions with Attentional Knowledge Graph Neural Networks for Recommendation,2021
427,MF;BPR;NEUMF;TRUSTMF;GCMC;LRGCCF;NGCF;GFCF,https://www.researchgate.net/profile/Zhuo-Cai-6/publication/359011589_FG-CF_Friends-aware_Graph_Collaborative_Filtering_for_POI_Recommendation/links/622aac5697401151d20eaa7e/FG-CF-Friends-aware-Graph-Collaborative-Filtering-for-POI-Recommendation.pdf,FG-CF: Friends-aware graph collaborative filtering for POI recommendation,2022
428,BPR;FPMC;GRU4REC;CASER;SASREC;BERT4REC;DHCN;TISASREC;DGCF;PTGCN,https://arxiv.org/pdf/2107.05235.pdf,Position-enhanced and Time-aware Graph Convolutional Network for Sequential Recommendations,2021
429,MF;PMF;BIASDVD;ATTMC,http://ceur-ws.org/Vol-3206/paper02.pdf,Matrix Completion Recommendation Algorithm Based on Attention Mechanism,2022
430,FM;NFM;CFM;CSGCNIS,https://projekter.aau.dk/projekter/files/415458076/CSGCN.pdf,CSGCN - Context and Side-Information in GCNs,2021
431,BPRMF;APRMF;NGCF;LIGHTGCN,https://www.researchgate.net/profile/Huiyuan-Chen-3/publication/360449889_Adversarial_Graph_Perturbations_for_Recommendations_at_Scale/links/6276c2dd2f9ccf58eb358c41/Adversarial-Graph-Perturbations-for-Recommendations-at-Scale.pdf,Adversarial Graph Perturbations for Recommendations at Scale,2022
432,ITEMPOP;ITEMKNN;BPR;NEUMF;DEEPCF;NEUACF;NNCF;CFFNN;LIGHTGCN;IUGCF,https://assets.researchsquare.com/files/rs-1751704/v1_covered.pdf?c=1655999243,Ideal User Group: A New Perspective on Item Representation for Recommender Systems,2022
433,GRU4REC;YOUTUBEDNN;MIND;COMIREC;PIMI;GIMIREC,https://arxiv.org/pdf/2112.08717.pdf,GIMIRec: Global Interaction Information Aware Multi-Interest Framework for Sequential Recommendation,2021
434,VBPR;FISM;NCF;NAIS,https://arxiv.org/pdf/2205.03297.pdf,Implicit semantic-based personalized micro-videos recommendation,2022
435,POP;ITEMKNN;FPMC;GRU4REC;NARM;STAMP;CSRM;SRIEM;SRGNN;TAGNN;GCEGNN;TEGNN,https://jiafengguo.github.io/2022/Knowledge-Based%20Systems%202022%20Time%20enhanced%20graph%20neural%20networks%20for%20session-based%20recommendation.pdf,Time enhanced graph neural networks for session-based recommendation,2022
436,VAECF;BPRMF;LRML;NGCF;IMPGCN;LIGHTGCN,https://dl.acm.org/doi/fullHtml/10.1145/3485447.3512106,MCL: Mixed-Centric Loss for Collaborative Filtering,2022
437,MF;GCMC;NGCF;LIGHTGCN;LCFN;LGCN,https://www.aaai.org/AAAI22Papers/AAAI-3643.WenhuiY.pdf,Low-pass Graph Convolutional Network for Recommendation,2022
438,LEUMF;LIGHTGCN;RIPPLENET;FM;KGAT;LKGCN,https://dl.acm.org/doi/pdf/10.1145/3503252.3531316,Entity-Enhanced Graph Convolutional Network for Accurate and Explainable Recommendation,2022
439,PMF;NEUMF;SOREC;SOREG;SOCIALMF;TRUSTMF;SASREC;SRGNN;CDGCN;DEEPSOR;DGREC;TRUSTEV;GRAPHREC;HOSR;CONSISREC;MOHCN,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9858144,Multi-Order Hypergraph Convolutional Neural Network for Dynamic Social Recommendation System,2022
440,SVD;YOUTUBENET;PNN;GRU4REC;ATRANK;CASER;DIEN;UBGRUA;TOPOLSTM;DIB;IBGRUA;TIEN,https://www.researchgate.net/profile/Tao-Zhuang-4/publication/346275897_Deep_Time-Aware_Item_Evolution_Network_for_Click-Through_Rate_Prediction/links/602dc9714585158939b06d09/Deep-Time-Aware-Item-Evolution-Network-for-Click-Through-Rate-Prediction.pdf,Deep Time-Aware Item Evolution Network for Click-Through Rate Prediction,2020
441,CT;GRU4REC;SSKNN;SKNN;SMF;GRU4REC;ITEMKNN,https://arxiv.org/pdf/1806.03733.pdf,Context Tree for Adaptive Session-based Recommendation,2018
443,LR;FM;DNN;WIDEDEEP;MADNN,https://arxiv.org/pdf/1907.04667.pdf,Click-Through Rate Prediction with the User Memory Network,2019
444,POP;SPOP;ITEMKNN;FPMC;BPRMF;GRU4REC;NARM;STAMP;SRGNN;GCSAN;GACOFOREC;AUTOMATE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9050414,Session-Based Graph Convolutional ARMA Filter Recommendation Model,2020
445,IMF;CBOIFF;ITEMCF;RNNFF,https://arxiv.org/pdf/1709.07545.pdf,Attention-based Mixture Density Recurrent Networks for History-based Recommendation,2017
446,MOSTPOP;IIRNNAP;ASLM,https://www.mdpi.com/2076-3417/8/12/2426/pdf,An Attention-Based Recommender System to Predict Contextual Intent Based on Choice Histories across and within Sessions,2018
447,SREC;TCARS;GRU4REC;RRN;RT,http://scis.scichina.com/en/2019/212105.pdf,Recommendation over time: a probabilistic model of time-aware recommender systems,2019
448,POP;ITEMKNN;SKNN;FPMC;BPRMF;GRU4REC;NARM;STAMP;SRGNN;KNNRNN;CSRM;I3GN,https://arxiv.org/pdf/1910.13527.pdf,Balancing Multi-level Interactions for Session-based Recommendation,2019
449,MOSTPOP;GRU4REC;CASER;CASER;NEXTITNET,https://www.researchgate.net/profile/Alexandros-Karatzoglou/publication/327050395_A_Simple_but_Hard-to-Beat_Baseline_for_Session-based_Recommendations/links/5bf473a04585150b2bc4afd6/A-Simple-but-Hard-to-Beat-Baseline-for-Session-based-Recommendations.pdf,A Simple but Hard-to-Beat Baseline for Session-based Recommendations,2018
450,POP;ITEMKNN;NARM;STAMP;NASR;BINN;MNN,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9130659,A Neighbor-Guided Memory-Based Neural Network for Session-Aware Recommendation,2020
453,ITEMKNN;BPRMF;FPMC;GRU4REC;NARM;STAMP;REPEATNET;SRGNN;LINET,https://www.researchgate.net/profile/Tianwen-Chen-9/publication/338948598_Session-Based_Recommendation_with_Local_Invariance/links/604eef0ba6fdcccfee815408/Session-Based-Recommendation-with-Local-Invariance.pdf,Session-based Recommendation with Local Invariance,2019
454,SPOP;GRU4REC;BPRMF;GRU4RECCON;FPMC;HRNN;ITEMKNN;ATTBNN,https://www.hindawi.com/journals/mpe/2019/7586589/,Recommendation Based on Users’ Long-Term and Short-Term Interests with Attention,2019
455,SPOP;FPMC;SKNN;STAN;GRU4REC;STAMP;SRGNN;GCSAN;BERT4REC;COSAN;DSAN,https://ojs.aaai.org/index.php/AAAI/article/download/16593/16400,Dual Sparse Attention Network For Session-based Recommendation,2021
456,POP;SPOP;KNN;BPRMF;GRU4REC;TOPKGAIN;HYBRIDGORU,https://e-space.mmu.ac.uk/625002/1/An_Intelligent_Context_Aware_Recommender_System_For_Real_Estate%20%282%29.pdf,An Intelligent Context Aware Recommender System For Real-Estate,2019
458,POP;SPOP;ITEMKNN;BPRMF;FPMC;GRU4REC;NARM;STAMP;REPEATNET;SRGNN;REGNN,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9099800,ReGNN: A Repeat Aware Graph Neural Network for Session-Based Recommendations,2020
